FileType	fastq	Read submission file type										
sample	study	instrument_model	library_name	library_source	library_selection	library_strategy	forward_file_name	forward_file_md5	reverse_file_name	reverse_file_md5	library_construction_protocol
ERS28440946	PRJEB106128	Illumina HiSeq 2500	13M-HL_5_22_19_S333_L006	METAGENOMIC	RANDOM	WGS	13M-HL_5_22_19_S333_L006_R1_001.fastq.gz	5caf0731768a71e90a3f6d61e317e22a	13M-HL_5_22_19_S333_L006_R2_001.fastq.gz	f41f8c62e9ea18b89e72ae55a0885df0	Shotgun metagenomic library preparation
ERS28440947	PRJEB106128	Illumina HiSeq 2500	13M-HL_9_20_18_S83_L003	METAGENOMIC	RANDOM	WGS	13M-HL_9_20_18_S83_L003_R1_001.fastq.gz	a6e9ea462af4dc5f27e91eefda97e219	13M-HL_9_20_18_S83_L003_R2_001.fastq.gz	7a4bb42bf67f1197d4a145fa3e0070a1	Shotgun metagenomic library preparation
ERS28440948	PRJEB106128	Illumina HiSeq 2500	13M-HR_10_18_18_S160_L004	METAGENOMIC	RANDOM	WGS	13M-HR_10_18_18_S160_L004_R1_001.fastq.gz	8131b951dcedcd017c280351030687b5	13M-HR_10_18_18_S160_L004_R2_001.fastq.gz	b49256bdfefcb96e319c76d489167914	Shotgun metagenomic library preparation
ERS28440949	PRJEB106128	Illumina HiSeq 2500	13M-HR_1_9_19_S183_L004	METAGENOMIC	RANDOM	WGS	13M-HR_1_9_19_S183_L004_R1_001.fastq.gz	607543c95c15420ae0b2d8687b35c47f	13M-HR_1_9_19_S183_L004_R2_001.fastq.gz	9b6a225c42f624c6f8d61ffcb2096577	Shotgun metagenomic library preparation
ERS28440950	PRJEB106128	Illumina HiSeq 2500	13M-HR_2_27_19_S273_L005	METAGENOMIC	RANDOM	WGS	13M-HR_2_27_19_S273_L005_R1_001.fastq.gz	a7598db89e12cd2eb81a70367a59e931	13M-HR_2_27_19_S273_L005_R2_001.fastq.gz	ec82fe798605dc5a9ffa4222139d0cbd	Shotgun metagenomic library preparation
ERS28440951	PRJEB106128	Illumina HiSeq 2500	13M-HR_5_22_19_S332_L006	METAGENOMIC	RANDOM	WGS	13M-HR_5_22_19_S332_L006_R1_001.fastq.gz	22156b9a4fd5abc6e3df93a9af824be2	13M-HR_5_22_19_S332_L006_R2_001.fastq.gz	e7cbaf214bf22fc59b8dfff00affd562	Shotgun metagenomic library preparation
ERS28440952	PRJEB106128	Illumina HiSeq 2500	13M-HR_9_20_18_S84_L003	METAGENOMIC	RANDOM	WGS	13M-HR_9_20_18_S84_L003_R1_001.fastq.gz	46c08170b4357d6e9a69a3378e4883a8	13M-HR_9_20_18_S84_L003_R2_001.fastq.gz	d4d8ac6732847bd30b6c3aaae7586802	Shotgun metagenomic library preparation
ERS28440953	PRJEB106128	Illumina HiSeq 2500	14F-HL_10_18_18_S163_L004	METAGENOMIC	RANDOM	WGS	14F-HL_10_18_18_S163_L004_R1_001.fastq.gz	f86abc6573aced9d18509486553c762a	14F-HL_10_18_18_S163_L004_R2_001.fastq.gz	dd2ce325d851e4df4637e140756db6c3	Shotgun metagenomic library preparation
ERS28440954	PRJEB106128	Illumina HiSeq 2500	14F-HL_1_9_19_S180_L004	METAGENOMIC	RANDOM	WGS	14F-HL_1_9_19_S180_L004_R1_001.fastq.gz	437f55230ed499d2ed15c2bdb3cd1bd3	14F-HL_1_9_19_S180_L004_R2_001.fastq.gz	e2507ff8a729c93c9ef23f04d0af8959	Shotgun metagenomic library preparation
ERS28440955	PRJEB106128	Illumina HiSeq 2500	14F-HL_2_27_19_S276_L005	METAGENOMIC	RANDOM	WGS	14F-HL_2_27_19_S276_L005_R1_001.fastq.gz	888af15b1a96c5fd66aa636853255a34	14F-HL_2_27_19_S276_L005_R2_001.fastq.gz	24a29169921f585a122d9c02dc8165f6	Shotgun metagenomic library preparation
ERS28440956	PRJEB106128	Illumina HiSeq 2500	14F-HL_5_22_19_S335_L006	METAGENOMIC	RANDOM	WGS	14F-HL_5_22_19_S335_L006_R1_001.fastq.gz	8b42fa31bc9b0478b05d779713394e26	14F-HL_5_22_19_S335_L006_R2_001.fastq.gz	1419937b7bf414726e05d9d63e2f2a3d	Shotgun metagenomic library preparation
ERS28440957	PRJEB106128	Illumina HiSeq 2500	14F-HL_9_20_18_S81_L003	METAGENOMIC	RANDOM	WGS	14F-HL_9_20_18_S81_L003_R1_001.fastq.gz	a134e4a32d4fbeba95a0fd490aa3c599	14F-HL_9_20_18_S81_L003_R2_001.fastq.gz	95e8a430746c8e750c861d9aedd97347	Shotgun metagenomic library preparation
ERS28440958	PRJEB106128	Illumina HiSeq 2500	14F-HR_10_18_18_S162_L004	METAGENOMIC	RANDOM	WGS	14F-HR_10_18_18_S162_L004_R1_001.fastq.gz	c1b57824cb1472fca0b9b4f9b15107cc	14F-HR_10_18_18_S162_L004_R2_001.fastq.gz	336eacf3ec45550ffab1d101585655b0	Shotgun metagenomic library preparation
ERS28440959	PRJEB106128	Illumina HiSeq 2500	14F-HR_1_9_19_S181_L004	METAGENOMIC	RANDOM	WGS	14F-HR_1_9_19_S181_L004_R1_001.fastq.gz	d57ac9489b6fe65bd062ce97fd4d1e35	14F-HR_1_9_19_S181_L004_R2_001.fastq.gz	b27e841d87507ee872f7ecab3f852fc5	Shotgun metagenomic library preparation
ERS28440960	PRJEB106128	Illumina HiSeq 2500	14F-HR_2_27_19_S275_L005	METAGENOMIC	RANDOM	WGS	14F-HR_2_27_19_S275_L005_R1_001.fastq.gz	8cfcdaeef9778708077e036a0f310711	14F-HR_2_27_19_S275_L005_R2_001.fastq.gz	35f8d66812215b0cc1b9ea190360f558	Shotgun metagenomic library preparation
ERS28440961	PRJEB106128	Illumina HiSeq 2500	14F-HR_5_22_19_S334_L006	METAGENOMIC	RANDOM	WGS	14F-HR_5_22_19_S334_L006_R1_001.fastq.gz	c22b8ffc796bc80d29d93847a160704f	14F-HR_5_22_19_S334_L006_R2_001.fastq.gz	d50bcef537a25b2fc04d5e7478880dfb	Shotgun metagenomic library preparation
ERS28440962	PRJEB106128	Illumina HiSeq 2500	14F-HR_9_20_18_S82_L003	METAGENOMIC	RANDOM	WGS	14F-HR_9_20_18_S82_L003_R1_001.fastq.gz	e59d28958ea3301ab4bbf207b1e85b0b	14F-HR_9_20_18_S82_L003_R2_001.fastq.gz	0250a95b1a00d3e0d1f3b01720ec11b6	Shotgun metagenomic library preparation
ERS28440963	PRJEB106128	Illumina HiSeq 2500	14M-HL_10_18_18_S165_L004	METAGENOMIC	RANDOM	WGS	14M-HL_10_18_18_S165_L004_R1_001.fastq.gz	785404bc39581b151cd41712dc4e4b3c	14M-HL_10_18_18_S165_L004_R2_001.fastq.gz	f059050bdd9c60708cb4cc95c0e92260	Shotgun metagenomic library preparation
ERS28440964	PRJEB106128	Illumina HiSeq 2500	14M-HL_1_9_19_S178_L004	METAGENOMIC	RANDOM	WGS	14M-HL_1_9_19_S178_L004_R1_001.fastq.gz	984562b3ab2ac7d4960479967372d39c	14M-HL_1_9_19_S178_L004_R2_001.fastq.gz	55b1675f9c384cac5295ed7520183702	Shotgun metagenomic library preparation
ERS28440965	PRJEB106128	Illumina HiSeq 2500	14M-HL_2_27_19_S278_L005	METAGENOMIC	RANDOM	WGS	14M-HL_2_27_19_S278_L005_R1_001.fastq.gz	fd9f212c2195f8fab67a2c7ad8f3d341	14M-HL_2_27_19_S278_L005_R2_001.fastq.gz	46a8c72e324e6466e0a47ca6c168a098	Shotgun metagenomic library preparation
ERS28440966	PRJEB106128	Illumina HiSeq 2500	14M-HL_9_20_18_S79_L003	METAGENOMIC	RANDOM	WGS	14M-HL_9_20_18_S79_L003_R1_001.fastq.gz	2b58f28067586176fe0c1e6c04487523	14M-HL_9_20_18_S79_L003_R2_001.fastq.gz	05a9fb16fa9fe76a4e52bed5a2436f8a	Shotgun metagenomic library preparation
ERS28440967	PRJEB106128	Illumina HiSeq 2500	14M-HR_10_18_18_S164_L004	METAGENOMIC	RANDOM	WGS	14M-HR_10_18_18_S164_L004_R1_001.fastq.gz	5b5dec8a9e69990e81d909876599b2d1	14M-HR_10_18_18_S164_L004_R2_001.fastq.gz	1d8ec5a2909dfd1803589686d41d6403	Shotgun metagenomic library preparation
ERS28440968	PRJEB106128	Illumina HiSeq 2500	14M-HR_1_9_19_S179_L004	METAGENOMIC	RANDOM	WGS	14M-HR_1_9_19_S179_L004_R1_001.fastq.gz	a1097dc147f203a8fe0eb614c2745aca	14M-HR_1_9_19_S179_L004_R2_001.fastq.gz	b9a7e831bdf30087e90ef29ab60ea54b	Shotgun metagenomic library preparation
ERS28440969	PRJEB106128	Illumina HiSeq 2500	14M-HR_2_27_19_S277_L005	METAGENOMIC	RANDOM	WGS	14M-HR_2_27_19_S277_L005_R1_001.fastq.gz	85cdcd884b0c24443ad7a71be845d68b	14M-HR_2_27_19_S277_L005_R2_001.fastq.gz	e2de83bb94198c229fb13d6389c3d17d	Shotgun metagenomic library preparation
ERS28440970	PRJEB106128	Illumina HiSeq 2500	14M-HR_9_20_18_S80_L003	METAGENOMIC	RANDOM	WGS	14M-HR_9_20_18_S80_L003_R1_001.fastq.gz	a79c3883fc7075ea433e95c8a2d15e25	14M-HR_9_20_18_S80_L003_R2_001.fastq.gz	89439336cd4ec46fbd8468418c0bd3f2	Shotgun metagenomic library preparation
ERS28440971	PRJEB106128	Illumina HiSeq 2500	15F-HL_10_18_18_S167_L004	METAGENOMIC	RANDOM	WGS	15F-HL_10_18_18_S167_L004_R1_001.fastq.gz	e8280b72e0d6c2adf844572965cec2e7	15F-HL_10_18_18_S167_L004_R2_001.fastq.gz	4bc12f8917f3c5fa4dbd77f75829f1b9	Shotgun metagenomic library preparation
ERS28440972	PRJEB106128	Illumina HiSeq 2500	15F-HL_1_9_19_S176_L004	METAGENOMIC	RANDOM	WGS	15F-HL_1_9_19_S176_L004_R1_001.fastq.gz	80761e0e9ec1bc7c984978daee5e7f1b	15F-HL_1_9_19_S176_L004_R2_001.fastq.gz	72b9b82dfcbfdd415783e91c0964ee59	Shotgun metagenomic library preparation
ERS28440973	PRJEB106128	Illumina HiSeq 2500	15F-HL_2_27_19_S280_L005	METAGENOMIC	RANDOM	WGS	15F-HL_2_27_19_S280_L005_R1_001.fastq.gz	f3e702eff06b59f9aae3b653d773c33f	15F-HL_2_27_19_S280_L005_R2_001.fastq.gz	abd76aeb73e6e8e09d018dcdedd6d9f4	Shotgun metagenomic library preparation
ERS28440974	PRJEB106128	Illumina HiSeq 2500	15F-HL_5_22_19_S337_L006	METAGENOMIC	RANDOM	WGS	15F-HL_5_22_19_S337_L006_R1_001.fastq.gz	7e15c56bffaf314db7920611472bdad0	15F-HL_5_22_19_S337_L006_R2_001.fastq.gz	6668311aff8ac0d07babe76d19b10f5b	Shotgun metagenomic library preparation
ERS28440975	PRJEB106128	Illumina HiSeq 2500	15F-HL_9_20_18_S94_L003	METAGENOMIC	RANDOM	WGS	15F-HL_9_20_18_S94_L003_R1_001.fastq.gz	1386323a092381cc81be9b31f0ef2907	15F-HL_9_20_18_S94_L003_R2_001.fastq.gz	0d1a342ae2793548f4b1c6951855433e	Shotgun metagenomic library preparation
ERS28440976	PRJEB106128	Illumina HiSeq 2500	15F-HR_10_18_18_S166_L004	METAGENOMIC	RANDOM	WGS	15F-HR_10_18_18_S166_L004_R1_001.fastq.gz	fbc9db314effc373b9ac02d64ca6bc4a	15F-HR_10_18_18_S166_L004_R2_001.fastq.gz	590e12930f99df1f743e8d3487c17fe1	Shotgun metagenomic library preparation
ERS28440977	PRJEB106128	Illumina HiSeq 2500	15F-HR_1_9_19_S177_L004	METAGENOMIC	RANDOM	WGS	15F-HR_1_9_19_S177_L004_R1_001.fastq.gz	c00a66b4170e48868a9c50bad9f3d5da	15F-HR_1_9_19_S177_L004_R2_001.fastq.gz	1fdcc147c28e8518e3c6821264904498	Shotgun metagenomic library preparation
ERS28440978	PRJEB106128	Illumina HiSeq 2500	15F-HR_2_27_19_S279_L005	METAGENOMIC	RANDOM	WGS	15F-HR_2_27_19_S279_L005_R1_001.fastq.gz	a66be9acd23b9ee65b091f463eae9485	15F-HR_2_27_19_S279_L005_R2_001.fastq.gz	59f893f789e23ad63f01ec5f33275cd1	Shotgun metagenomic library preparation
ERS28440979	PRJEB106128	Illumina HiSeq 2500	15F-HR_5_22_19_S336_L006	METAGENOMIC	RANDOM	WGS	15F-HR_5_22_19_S336_L006_R1_001.fastq.gz	1ac1be4f43e497828e0ab991ae4a6c6b	15F-HR_5_22_19_S336_L006_R2_001.fastq.gz	92afb963a23cdb43ac8b97eb67d7e58b	Shotgun metagenomic library preparation
ERS28440980	PRJEB106128	Illumina HiSeq 2500	15F-HR_9_20_18_S95_L003	METAGENOMIC	RANDOM	WGS	15F-HR_9_20_18_S95_L003_R1_001.fastq.gz	eb976e41e184d4b767b25b7216db8c42	15F-HR_9_20_18_S95_L003_R2_001.fastq.gz	fa34d49766e99a686288ab0a17090419	Shotgun metagenomic library preparation
ERS28440981	PRJEB106128	Illumina HiSeq 2500	15M-HL_10_18_18_S169_L004	METAGENOMIC	RANDOM	WGS	15M-HL_10_18_18_S169_L004_R1_001.fastq.gz	48390b26b438873d3787521e3741e4b6	15M-HL_10_18_18_S169_L004_R2_001.fastq.gz	d8d415d79bf31ada87cf672e92dea2eb	Shotgun metagenomic library preparation
ERS28440982	PRJEB106128	Illumina HiSeq 2500	15M-HL_1_9_19_S174_L004	METAGENOMIC	RANDOM	WGS	15M-HL_1_9_19_S174_L004_R1_001.fastq.gz	207990ef1485aad2ca433b3ddc8208ff	15M-HL_1_9_19_S174_L004_R2_001.fastq.gz	8db1e0b006c561d292bc90c00ce39760	Shotgun metagenomic library preparation
ERS28440983	PRJEB106128	Illumina HiSeq 2500	15M-HL_2_27_19_S282_L005	METAGENOMIC	RANDOM	WGS	15M-HL_2_27_19_S282_L005_R1_001.fastq.gz	9a64101d87c7afe578b12c5df5ce12be	15M-HL_2_27_19_S282_L005_R2_001.fastq.gz	20571523787050dd393917772ee54978	Shotgun metagenomic library preparation
ERS28440984	PRJEB106128	Illumina HiSeq 2500	15M-HL_5_22_19_S339_L006	METAGENOMIC	RANDOM	WGS	15M-HL_5_22_19_S339_L006_R1_001.fastq.gz	f9525bb15e835cd4aa0bb4c6c7257364	15M-HL_5_22_19_S339_L006_R2_001.fastq.gz	f84bc4b1eec1beaea55717a6d497cdb8	Shotgun metagenomic library preparation
ERS28440985	PRJEB106128	Illumina HiSeq 2500	15M-HL_9_20_18_S92_L003	METAGENOMIC	RANDOM	WGS	15M-HL_9_20_18_S92_L003_R1_001.fastq.gz	e1bb6901da5ab7090e720687fc041186	15M-HL_9_20_18_S92_L003_R2_001.fastq.gz	15668bc91a343a1ab82fb9335162254c	Shotgun metagenomic library preparation
ERS28440986	PRJEB106128	Illumina HiSeq 2500	15M-HR_10_18_18_S168_L004	METAGENOMIC	RANDOM	WGS	15M-HR_10_18_18_S168_L004_R1_001.fastq.gz	1eb7a8b6edd5c661c9eafb90145f4800	15M-HR_10_18_18_S168_L004_R2_001.fastq.gz	d7768a788ed0960d75e856ba33abd884	Shotgun metagenomic library preparation
ERS28440987	PRJEB106128	Illumina HiSeq 2500	15M-HR_1_9_19_S175_L004	METAGENOMIC	RANDOM	WGS	15M-HR_1_9_19_S175_L004_R1_001.fastq.gz	4d7cf26b7fb4231a49544711986fa4bc	15M-HR_1_9_19_S175_L004_R2_001.fastq.gz	fd9c5c4fcf2e9432a3db4a48efdda21d	Shotgun metagenomic library preparation
ERS28440988	PRJEB106128	Illumina HiSeq 2500	15M-HR_2_27_19_S281_L005	METAGENOMIC	RANDOM	WGS	15M-HR_2_27_19_S281_L005_R1_001.fastq.gz	cf191019140a7a10b8aa1ebfe2070544	15M-HR_2_27_19_S281_L005_R2_001.fastq.gz	a66ca2efb4864545387dc74a3c0b4500	Shotgun metagenomic library preparation
ERS28440989	PRJEB106128	Illumina HiSeq 2500	15M-HR_5_22_19_S338_L006	METAGENOMIC	RANDOM	WGS	15M-HR_5_22_19_S338_L006_R1_001.fastq.gz	af070393ab71a40ed9e5d0b188bfd6ee	15M-HR_5_22_19_S338_L006_R2_001.fastq.gz	3886a3fb92a05ee64217c8c34fe393eb	Shotgun metagenomic library preparation
ERS28440990	PRJEB106128	Illumina HiSeq 2500	15M-HR_9_20_18_S93_L003	METAGENOMIC	RANDOM	WGS	15M-HR_9_20_18_S93_L003_R1_001.fastq.gz	08578016f2581b563cb64c16af1fdae2	15M-HR_9_20_18_S93_L003_R2_001.fastq.gz	5bc072c1ba9b5c145ac91435b243a86a	Shotgun metagenomic library preparation
ERS28440991	PRJEB106128	Illumina HiSeq 2500	16F-HL_10_18_18_S147_L004	METAGENOMIC	RANDOM	WGS	16F-HL_10_18_18_S147_L004_R1_001.fastq.gz	6240c0e978df582f5bcbd9229657df1e	16F-HL_10_18_18_S147_L004_R2_001.fastq.gz	bbdb10edd9b4c165c3525679996725ce	Shotgun metagenomic library preparation
ERS28440992	PRJEB106128	Illumina HiSeq 2500	16F-HL_1_9_19_S172_L004	METAGENOMIC	RANDOM	WGS	16F-HL_1_9_19_S172_L004_R1_001.fastq.gz	0551874f00c6d5966c919ac04d52b68c	16F-HL_1_9_19_S172_L004_R2_001.fastq.gz	925726fe7489f2d5d4ecea4f756fa816	Shotgun metagenomic library preparation
ERS28440993	PRJEB106128	Illumina HiSeq 2500	16F-HL_2_27_19_S284_L005	METAGENOMIC	RANDOM	WGS	16F-HL_2_27_19_S284_L005_R1_001.fastq.gz	b33220259db4acddc07ff7d76975bfb1	16F-HL_2_27_19_S284_L005_R2_001.fastq.gz	f14044c3e2a37148513d74f92270a5b9	Shotgun metagenomic library preparation
ERS28440994	PRJEB106128	Illumina HiSeq 2500	16F-HL_9_20_18_S90_L003	METAGENOMIC	RANDOM	WGS	16F-HL_9_20_18_S90_L003_R1_001.fastq.gz	120cdfc71764a01a612614e8bc96c6e5	16F-HL_9_20_18_S90_L003_R2_001.fastq.gz	e0aed63c2cce01bb9d415f1aa8b7fbc2	Shotgun metagenomic library preparation
ERS28440995	PRJEB106128	Illumina HiSeq 2500	16F-HR_10_18_18_S146_L004	METAGENOMIC	RANDOM	WGS	16F-HR_10_18_18_S146_L004_R1_001.fastq.gz	3b59d79d2b734d755d6989a582262ae2	16F-HR_10_18_18_S146_L004_R2_001.fastq.gz	59be602053f86c1566796453a7cf8af5	Shotgun metagenomic library preparation
ERS28440996	PRJEB106128	Illumina HiSeq 2500	16F-HR_1_9_19_S173_L004	METAGENOMIC	RANDOM	WGS	16F-HR_1_9_19_S173_L004_R1_001.fastq.gz	e0945381255073769f4215633c3c18f1	16F-HR_1_9_19_S173_L004_R2_001.fastq.gz	9858238954f6a132b330e2d379fcf8fe	Shotgun metagenomic library preparation
ERS28440997	PRJEB106128	Illumina HiSeq 2500	16F-HR_2_27_19_S283_L005	METAGENOMIC	RANDOM	WGS	16F-HR_2_27_19_S283_L005_R1_001.fastq.gz	ceffcc14498fba197935e6f3165a01da	16F-HR_2_27_19_S283_L005_R2_001.fastq.gz	5c8832ed578d692cdb8cfcd1cbe8b519	Shotgun metagenomic library preparation
ERS28440998	PRJEB106128	Illumina HiSeq 2500	16F-HR_9_20_18_S91_L003	METAGENOMIC	RANDOM	WGS	16F-HR_9_20_18_S91_L003_R1_001.fastq.gz	19f8629a0a0bc6b956f74d47239f81e4	16F-HR_9_20_18_S91_L003_R2_001.fastq.gz	eab460fec4eb4da91c7440fdcf4f7bd9	Shotgun metagenomic library preparation
ERS28440999	PRJEB106128	Illumina HiSeq 2500	16M-HL_10_18_18_S149_L004	METAGENOMIC	RANDOM	WGS	16M-HL_10_18_18_S149_L004_R1_001.fastq.gz	9033d2e1cb4dcc13cbbd50ea5473f535	16M-HL_10_18_18_S149_L004_R2_001.fastq.gz	01d69de48ba7d7574081128476652b28	Shotgun metagenomic library preparation
ERS28441000	PRJEB106128	Illumina HiSeq 2500	16M-HL_1_9_19_S170_L004	METAGENOMIC	RANDOM	WGS	16M-HL_1_9_19_S170_L004_R1_001.fastq.gz	8cc2d1a4b9982661c03157130873d74d	16M-HL_1_9_19_S170_L004_R2_001.fastq.gz	9ee405146c844e7a4cd4e6b0b04f45a9	Shotgun metagenomic library preparation
ERS28441001	PRJEB106128	Illumina HiSeq 2500	16M-HL_2_27_19_S286_L005	METAGENOMIC	RANDOM	WGS	16M-HL_2_27_19_S286_L005_R1_001.fastq.gz	8abc7009b6edcd6be96781fa655d4bce	16M-HL_2_27_19_S286_L005_R2_001.fastq.gz	f5bde4af18108fd65c3fe03a4853ab48	Shotgun metagenomic library preparation
ERS28441002	PRJEB106128	Illumina HiSeq 2500	16M-HL_5_22_19_S340_L006	METAGENOMIC	RANDOM	WGS	16M-HL_5_22_19_S340_L006_R1_001.fastq.gz	db6b84dfd94e2ceec623c65f0a7f4aa4	16M-HL_5_22_19_S340_L006_R2_001.fastq.gz	cee81462d215b88c3f89e5f4ed0f53eb	Shotgun metagenomic library preparation
ERS28441003	PRJEB106128	Illumina HiSeq 2500	16M-HL_9_20_18_S88_L003	METAGENOMIC	RANDOM	WGS	16M-HL_9_20_18_S88_L003_R1_001.fastq.gz	174c5de4c5092b90c6106c2d2367ea0b	16M-HL_9_20_18_S88_L003_R2_001.fastq.gz	7394f7e3c9d255e33e3a8d3c8509bb9e	Shotgun metagenomic library preparation
ERS28441004	PRJEB106128	Illumina HiSeq 2500	16M-HR_10_18_18_S148_L004	METAGENOMIC	RANDOM	WGS	16M-HR_10_18_18_S148_L004_R1_001.fastq.gz	574eba9fda5f0dc3b7b168884919ca88	16M-HR_10_18_18_S148_L004_R2_001.fastq.gz	9f2ed477cc20f41a9b25ae30f90563ec	Shotgun metagenomic library preparation
ERS28441005	PRJEB106128	Illumina HiSeq 2500	16M-HR_1_9_19_S171_L004	METAGENOMIC	RANDOM	WGS	16M-HR_1_9_19_S171_L004_R1_001.fastq.gz	e09082bf3b2480ad6cc08af401291326	16M-HR_1_9_19_S171_L004_R2_001.fastq.gz	7ad7affd1558b47667788616cd7420dd	Shotgun metagenomic library preparation
ERS28441006	PRJEB106128	Illumina HiSeq 2500	16M-HR_2_27_19_S285_L005	METAGENOMIC	RANDOM	WGS	16M-HR_2_27_19_S285_L005_R1_001.fastq.gz	e25dfebd3bed22859ac72470d472e7ec	16M-HR_2_27_19_S285_L005_R2_001.fastq.gz	73819e4eddd7ab37e68d0aea1d35f815	Shotgun metagenomic library preparation
ERS28441007	PRJEB106128	Illumina HiSeq 2500	16M-HR_5_22_19_S341_L006	METAGENOMIC	RANDOM	WGS	16M-HR_5_22_19_S341_L006_R1_001.fastq.gz	9d282e1e56a4f87fb2462ca997af3aed	16M-HR_5_22_19_S341_L006_R2_001.fastq.gz	301f4c8785d2f31f81e9cbb8ec6d980e	Shotgun metagenomic library preparation
ERS28441008	PRJEB106128	Illumina HiSeq 2500	16M-HR_9_20_18_S89_L003	METAGENOMIC	RANDOM	WGS	16M-HR_9_20_18_S89_L003_R1_001.fastq.gz	767ee5e9d2bc7e67f93cd343f38f1a7d	16M-HR_9_20_18_S89_L003_R2_001.fastq.gz	c7e36b26c9ae7629fc8ddd248c79b148	Shotgun metagenomic library preparation
ERS28441009	PRJEB106128	Illumina HiSeq 2500	1F-HL_10_18_18_S99_L003	METAGENOMIC	RANDOM	WGS	1F-HL_10_18_18_S99_L003_R1_001.fastq.gz	7476e890a550ebe39c1b48ea0654409d	1F-HL_10_18_18_S99_L003_R2_001.fastq.gz	137c0811c1219cb81bf8a8c1df7d7c09	Shotgun metagenomic library preparation
ERS28441010	PRJEB106128	Illumina HiSeq 2500	1F-HL_1_9_19_S151_L004	METAGENOMIC	RANDOM	WGS	1F-HL_1_9_19_S151_L004_R1_001.fastq.gz	ab0ad88cee8899ce88a7b38c36b4a3c1	1F-HL_1_9_19_S151_L004_R2_001.fastq.gz	924490e72652511a91be8eac0fa9e8f1	Shotgun metagenomic library preparation
ERS28441011	PRJEB106128	Illumina HiSeq 2500	1F-HL_2_27_19_S224_L005	METAGENOMIC	RANDOM	WGS	1F-HL_2_27_19_S224_L005_R1_001.fastq.gz	1a0de34c467a507057400c41c9519679	1F-HL_2_27_19_S224_L005_R2_001.fastq.gz	ca4cd33b96030691af16973bf12c0a42	Shotgun metagenomic library preparation
ERS28441012	PRJEB106128	Illumina HiSeq 2500	1F-HL_5_22_19_S295_L006	METAGENOMIC	RANDOM	WGS	1F-HL_5_22_19_S295_L006_R1_001.fastq.gz	da5eacdbf83382b772ba405f61570abe	1F-HL_5_22_19_S295_L006_R2_001.fastq.gz	66c86a326713ae0f70ce448b46a2b537	Shotgun metagenomic library preparation
ERS28441013	PRJEB106128	Illumina HiSeq 2500	1F-HL_9_20_18_S32_L003	METAGENOMIC	RANDOM	WGS	1F-HL_9_20_18_S32_L003_R1_001.fastq.gz	4f4a5935b99bea06068490c90c736816	1F-HL_9_20_18_S32_L003_R2_001.fastq.gz	c08ed68a354f5c69791d1c602a574bf4	Shotgun metagenomic library preparation
ERS28441014	PRJEB106128	Illumina HiSeq 2500	1F-HR_10_18_18_S98_L003	METAGENOMIC	RANDOM	WGS	1F-HR_10_18_18_S98_L003_R1_001.fastq.gz	f4d36d3081133695f8869d2a7aa89346	1F-HR_10_18_18_S98_L003_R2_001.fastq.gz	3bc430b958834f362224f5cc19e312ab	Shotgun metagenomic library preparation
ERS28441015	PRJEB106128	Illumina HiSeq 2500	1F-HR_1_9_19_S150_L004	METAGENOMIC	RANDOM	WGS	1F-HR_1_9_19_S150_L004_R1_001.fastq.gz	1c26762a10029e8caf96d3a5be2ca2e0	1F-HR_1_9_19_S150_L004_R2_001.fastq.gz	cfb51a644e8b5ebfc22dc44ae222f0bd	Shotgun metagenomic library preparation
ERS28441016	PRJEB106128	Illumina HiSeq 2500	1F-HR_2_27_19_S223_L005	METAGENOMIC	RANDOM	WGS	1F-HR_2_27_19_S223_L005_R1_001.fastq.gz	bc13c7c6c005a8bd2def384909819f82	1F-HR_2_27_19_S223_L005_R2_001.fastq.gz	abd579d8e08adf6a8acc50e29f71e235	Shotgun metagenomic library preparation
ERS28441017	PRJEB106128	Illumina HiSeq 2500	1F-HR_5_22_19_S294_L006	METAGENOMIC	RANDOM	WGS	1F-HR_5_22_19_S294_L006_R1_001.fastq.gz	082b568b3ee29979b60195f58009f419	1F-HR_5_22_19_S294_L006_R2_001.fastq.gz	0e89909207dac2e469318f87ad1a2170	Shotgun metagenomic library preparation
ERS28441018	PRJEB106128	Illumina HiSeq 2500	1F-HR_9_20_18_S31_L003	METAGENOMIC	RANDOM	WGS	1F-HR_9_20_18_S31_L003_R1_001.fastq.gz	513e7d2dcdc914a90602d403ed81051c	1F-HR_9_20_18_S31_L003_R2_001.fastq.gz	bc0679dc9676dc5965f9b17c6724c2e7	Shotgun metagenomic library preparation
ERS28441019	PRJEB106128	Illumina HiSeq 2500	1M-HL_1_9_19_S153_L004	METAGENOMIC	RANDOM	WGS	1M-HL_1_9_19_S153_L004_R1_001.fastq.gz	ef67e02434b268d83769dc6e92c319c4	1M-HL_1_9_19_S153_L004_R2_001.fastq.gz	2ae5845487ab9bd37fb4c6bf344c1cdf	Shotgun metagenomic library preparation
ERS28441020	PRJEB106128	Illumina HiSeq 2500	1M-HL_2_27_19_S226_L005	METAGENOMIC	RANDOM	WGS	1M-HL_2_27_19_S226_L005_R1_001.fastq.gz	d0fa6d57bc75e88a28d6991d6b8e2ce5	1M-HL_2_27_19_S226_L005_R2_001.fastq.gz	0f4799e3661ebea96e8d64b7bd2b84bb	Shotgun metagenomic library preparation
