Checklist	ERC000011	ENA default sample checklist				
tax_id	scientific_name	sample_alias	sample_title	sample_description	collection date	geographic location (country and/or sea)
1861841	feces metagenome	Milk_Fat_10F_HR_Ilium_5_6_12_2019_S589_L001	Milk_Fat_10F_HR_Ilium_5_6_12_2019_S589_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Milk_Fat_10F_HR_Prox-_Jej_5_6_12_2019_S556_L001	Milk_Fat_10F_HR_Prox-_Jej_5_6_12_2019_S556_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Milk_Fat_10F_No_ID_Cecum_5_6_28_2019_S562_L001	Milk_Fat_10F_No_ID_Cecum_5_6_28_2019_S562_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Milk_Fat_10F_No_ID_Colon_5_6_28_2019_S595_L001	Milk_Fat_10F_No_ID_Colon_5_6_28_2019_S595_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Milk_Fat_10F_No_ID_Duo_5_6_28_2019_S593_L001	Milk_Fat_10F_No_ID_Duo_5_6_28_2019_S593_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Milk_Fat_10F_No_ID_Ilium_5_6_28_2019_S594_L001	Milk_Fat_10F_No_ID_Ilium_5_6_28_2019_S594_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Milk_Fat_10F_No_ID_Prox-_Jej_5_6_28_2019_S561_L001	Milk_Fat_10F_No_ID_Prox-_Jej_5_6_28_2019_S561_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Milk_Fat_10M_HL_Cecum_5_5_29_2019_S344_L002	Milk_Fat_10M_HL_Cecum_5_5_29_2019_S344_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Milk_Fat_10M_HL_Colon_5_5_29_2019_S345_L002	Milk_Fat_10M_HL_Colon_5_5_29_2019_S345_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Milk_Fat_10M_HL_Duo_5_5_29_2019_S341_L002	Milk_Fat_10M_HL_Duo_5_5_29_2019_S341_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Milk_Fat_10M_HL_Ilium_5_5_29_2019_S343_L002	Milk_Fat_10M_HL_Ilium_5_5_29_2019_S343_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Milk_Fat_10M_HL_Prox-_Jej_5_5_29_2019_S342_L002	Milk_Fat_10M_HL_Prox-_Jej_5_5_29_2019_S342_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Milk_Fat_10M_HR_Cecum_5_5_22_2019_S339_L002	Milk_Fat_10M_HR_Cecum_5_5_22_2019_S339_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Milk_Fat_10M_HR_Colon_5_5_22_2019_S340_L002	Milk_Fat_10M_HR_Colon_5_5_22_2019_S340_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Milk_Fat_10M_HR_Duo_5_5_22_2019_S336_L002	Milk_Fat_10M_HR_Duo_5_5_22_2019_S336_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Milk_Fat_10M_HR_Ilium_5_5_22_2019_S338_L002	Milk_Fat_10M_HR_Ilium_5_5_22_2019_S338_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Milk_Fat_10M_HR_Prox-_Jej_5_5_22_2019_S337_L002	Milk_Fat_10M_HR_Prox-_Jej_5_5_22_2019_S337_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Milkfat_9_20_18_S68_L003	Milkfat_9_20_18_S68_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Milkfat_L_11_1-636_M4_11_7_2019_S120_L003	Milkfat_L_11_1-636_M4_11_7_2019_S120_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Milkfat_L_11_1-636_M6_1_6_2020_S168_L003	Milkfat_L_11_1-636_M6_1_6_2020_S168_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Milkfat_L_11_1-637_M4_11_7_2019_S121_L003	Milkfat_L_11_1-637_M4_11_7_2019_S121_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Milkfat_L_11_1-637_M6_1_6_2020_S169_L003	Milkfat_L_11_1-637_M6_1_6_2020_S169_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Milkfat_L_11_1-638_M4_11_7_2019_S122_L003	Milkfat_L_11_1-638_M4_11_7_2019_S122_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Milkfat_L_11_1-638_M6_1_6_2020_S170_L003	Milkfat_L_11_1-638_M6_1_6_2020_S170_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Milkfat_L_6_5-617_M4_11_7_2019_S123_L003	Milkfat_L_6_5-617_M4_11_7_2019_S123_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Milkfat_L_6_5-617_M6_1_6_2020_S171_L003	Milkfat_L_6_5-617_M6_1_6_2020_S171_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Milkfat_L_6_5-618_M4_11_7_2019_S124_L003	Milkfat_L_6_5-618_M4_11_7_2019_S124_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Milkfat_L_6_5-618_M6_1_6_2020_S172_L003	Milkfat_L_6_5-618_M6_1_6_2020_S172_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Milkfat_L_6_5-619_M4_11_7_2019_S125_L003	Milkfat_L_6_5-619_M4_11_7_2019_S125_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Milkfat_L_6_5-619_M6_1_6_2020_S173_L003	Milkfat_L_6_5-619_M6_1_6_2020_S173_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_1_1_D0_6_18_19_S397_L001	Olive_1_1_D0_6_18_19_S397_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_1_1_M11_5_20_2020_S37_L003	Olive_1_1_M11_5_20_2020_S37_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_1_1_M1_7_30_2019_S501_L001	Olive_1_1_M1_7_30_2019_S501_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_1_1_M4_10_15_2019_S122_L003	Olive_1_1_M4_10_15_2019_S122_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_1_1_M6_12_16_2019_S146_L002	Olive_1_1_M6_12_16_2019_S146_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_1_1_M9_3_19_2020_S479_L001	Olive_1_1_M9_3_19_2020_S479_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_1_2_D0_6_18_19_S398_L001	Olive_1_2_D0_6_18_19_S398_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_1_2_M1_7_30_2019_S502_L001	Olive_1_2_M1_7_30_2019_S502_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_1_2_M4_10_15_2019_S123_L003	Olive_1_2_M4_10_15_2019_S123_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_1_2_M6_12_16_2019_S147_L002	Olive_1_2_M6_12_16_2019_S147_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_1_2_M9_3_19_2020_S480_L001	Olive_1_2_M9_3_19_2020_S480_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_1_3_M11_5_20_2020_S38_L003	Olive_1_3_M11_5_20_2020_S38_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_1_3_M1_7_30_2019_S503_L001	Olive_1_3_M1_7_30_2019_S503_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_1_3_M4_10_15_2019_S124_L003	Olive_1_3_M4_10_15_2019_S124_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_1_3_M6_12_16_2019_S148_L002	Olive_1_3_M6_12_16_2019_S148_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_1_3_M9_3_19_2020_S481_L001	Olive_1_3_M9_3_19_2020_S481_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_1_4_M1_7_30_2019_S504_L001	Olive_1_4_M1_7_30_2019_S504_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_1_4_M4R5_4_3_2020_S248_L002	Olive_1_4_M4R5_4_3_2020_S248_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_1_4_M4R7_5_22_2020_S647_L001	Olive_1_4_M4R7_5_22_2020_S647_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_1_5_M1_7_30_2019_S505_L001	Olive_1_5_M1_7_30_2019_S505_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_1_5_M4_10_15_2019_S125_L003	Olive_1_5_M4_10_15_2019_S125_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_1_5_M6_12_16_2019_S149_L002	Olive_1_5_M6_12_16_2019_S149_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_1_5_M9R0_4_3_2020_S249_L002	Olive_1_5_M9R0_4_3_2020_S249_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_1_5_M9R2_5_22_2020_S596_L001	Olive_1_5_M9R2_5_22_2020_S596_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_1_5_M9_3_19_2020_S482_L001	Olive_1_5_M9_3_19_2020_S482_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_1_plus_2_R_4_M4R2_12_6_2019_S236_L002	Olive_1_plus_2_R_4_M4R2_12_6_2019_S236_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_1_plus_2_R_8_M4R2_12_6_2019_S237_L002	Olive_1_plus_2_R_8_M4R2_12_6_2019_S237_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_2_10_D0_6_18_19_S400_L001	Olive_2_10_D0_6_18_19_S400_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_2_10_M1_7_30_2019_S510_L001	Olive_2_10_M1_7_30_2019_S510_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_2_10_M4_10_15_2019_S129_L003	Olive_2_10_M4_10_15_2019_S129_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_2_10_M6_12_16_2019_S153_L002	Olive_2_10_M6_12_16_2019_S153_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_2_10_M9R0_4_3_2020_S252_L002	Olive_2_10_M9R0_4_3_2020_S252_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_2_10_M9R2_5_22_2020_S599_L001	Olive_2_10_M9R2_5_22_2020_S599_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_2_10_M9_3_19_2020_S486_L001	Olive_2_10_M9_3_19_2020_S486_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_2_6_M11_5_20_2020_S39_L003	Olive_2_6_M11_5_20_2020_S39_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_2_6_M1_7_30_2019_S506_L001	Olive_2_6_M1_7_30_2019_S506_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_2_6_M4_10_15_2019_S126_L003	Olive_2_6_M4_10_15_2019_S126_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_2_6_M6_12_16_2019_S150_L002	Olive_2_6_M6_12_16_2019_S150_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_2_6_M9_3_19_2020_S483_L001	Olive_2_6_M9_3_19_2020_S483_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_2_7_D0_6_18_19_S399_L001	Olive_2_7_D0_6_18_19_S399_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_2_7_M11_5_20_2020_S40_L003	Olive_2_7_M11_5_20_2020_S40_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_2_7_M1_7_30_2019_S507_L001	Olive_2_7_M1_7_30_2019_S507_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_2_7_M4_10_15_2019_S127_L003	Olive_2_7_M4_10_15_2019_S127_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_2_7_M6_12_16_2019_S151_L002	Olive_2_7_M6_12_16_2019_S151_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_2_7_M9_3_19_2020_S484_L001	Olive_2_7_M9_3_19_2020_S484_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_2_8_M1_7_30_2019_S508_L001	Olive_2_8_M1_7_30_2019_S508_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_2_8_M4R5_4_3_2020_S250_L002	Olive_2_8_M4R5_4_3_2020_S250_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_2_8_M4R7_5_22_2020_S597_L001	Olive_2_8_M4R7_5_22_2020_S597_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_2_9_M1_7_30_2019_S509_L001	Olive_2_9_M1_7_30_2019_S509_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_2_9_M4_10_15_2019_S128_L003	Olive_2_9_M4_10_15_2019_S128_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_2_9_M6_12_16_2019_S152_L002	Olive_2_9_M6_12_16_2019_S152_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_2_9_M9R0_4_3_2020_S251_L002	Olive_2_9_M9R0_4_3_2020_S251_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_2_9_M9R2_5_22_2020_S598_L001	Olive_2_9_M9R2_5_22_2020_S598_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_2_9_M9_3_19_2020_S485_L001	Olive_2_9_M9_3_19_2020_S485_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_3_1_M1_7_30_2019_S511_L001	Olive_3_1_M1_7_30_2019_S511_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_3_1_M4_10_15_2019_S130_L003	Olive_3_1_M4_10_15_2019_S130_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_3_1_M6_12_16_2019_S154_L002	Olive_3_1_M6_12_16_2019_S154_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_3_1_M9R0_4_3_2020_S253_L002	Olive_3_1_M9R0_4_3_2020_S253_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_3_1_M9R2_5_22_2020_S600_L001	Olive_3_1_M9R2_5_22_2020_S600_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_3_1_M9_3_19_2020_S487_L001	Olive_3_1_M9_3_19_2020_S487_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_3_2_D0_6_18_19_S401_L001	Olive_3_2_D0_6_18_19_S401_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_3_2_M11_5_20_2020_S41_L003	Olive_3_2_M11_5_20_2020_S41_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_3_2_M1_7_30_2019_S512_L001	Olive_3_2_M1_7_30_2019_S512_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_3_2_M4_10_15_2019_S131_L003	Olive_3_2_M4_10_15_2019_S131_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_3_2_M6_12_16_2019_S155_L002	Olive_3_2_M6_12_16_2019_S155_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_3_2_M9_3_19_2020_S488_L001	Olive_3_2_M9_3_19_2020_S488_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_3_3_D0_6_18_19_S402_L001	Olive_3_3_D0_6_18_19_S402_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_3_3_M11_5_20_2020_S42_L003	Olive_3_3_M11_5_20_2020_S42_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_3_3_M1_7_30_2019_S513_L001	Olive_3_3_M1_7_30_2019_S513_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_3_3_M4_10_15_2019_S132_L003	Olive_3_3_M4_10_15_2019_S132_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_3_3_M6_12_16_2019_S156_L002	Olive_3_3_M6_12_16_2019_S156_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_3_3_M9_3_19_2020_S489_L001	Olive_3_3_M9_3_19_2020_S489_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_3_4_M1_7_30_2019_S514_L001	Olive_3_4_M1_7_30_2019_S514_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_3_5_M1_7_30_2019_S515_L001	Olive_3_5_M1_7_30_2019_S515_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_3_5_M4R5_4_3_2020_S254_L002	Olive_3_5_M4R5_4_3_2020_S254_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_3_5_M4R7_5_22_2020_S601_L001	Olive_3_5_M4R7_5_22_2020_S601_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_3_plus_4_R_4_M4R2_12_6_2019_S238_L002	Olive_3_plus_4_R_4_M4R2_12_6_2019_S238_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_3_plus_4_R_5_M4R2_12_6_2019_S239_L002	Olive_3_plus_4_R_5_M4R2_12_6_2019_S239_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_3_plus_4_R_8_M4R2_12_6_2019_S240_L002	Olive_3_plus_4_R_8_M4R2_12_6_2019_S240_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_4_10_D0_6_18_19_S404_L001	Olive_4_10_D0_6_18_19_S404_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_4_10_M1_7_30_2019_S520_L001	Olive_4_10_M1_7_30_2019_S520_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_4_10_M4_10_15_2019_S280_L004	Olive_4_10_M4_10_15_2019_S280_L004 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_4_10_M6_12_16_2019_S160_L002	Olive_4_10_M6_12_16_2019_S160_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_4_10_M9R0_4_3_2020_S257_L002	Olive_4_10_M9R0_4_3_2020_S257_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_4_10_M9R2_5_22_2020_S604_L001	Olive_4_10_M9R2_5_22_2020_S604_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_4_10_M9_3_19_2020_S493_L001	Olive_4_10_M9_3_19_2020_S493_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_4_6_D0_6_18_19_S403_L001	Olive_4_6_D0_6_18_19_S403_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_4_6_M11_5_20_2020_S43_L003	Olive_4_6_M11_5_20_2020_S43_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_4_6_M1_7_30_2019_S516_L001	Olive_4_6_M1_7_30_2019_S516_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_4_6_M4_10_15_2019_S277_L004	Olive_4_6_M4_10_15_2019_S277_L004 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_4_6_M6_12_16_2019_S157_L002	Olive_4_6_M6_12_16_2019_S157_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_4_6_M9_3_19_2020_S490_L001	Olive_4_6_M9_3_19_2020_S490_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_4_7_M11_5_20_2020_S44_L003	Olive_4_7_M11_5_20_2020_S44_L003 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_4_7_M1_7_30_2019_S517_L001	Olive_4_7_M1_7_30_2019_S517_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_4_7_M4_10_15_2019_S278_L004	Olive_4_7_M4_10_15_2019_S278_L004 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_4_7_M6_12_16_2019_S158_L002	Olive_4_7_M6_12_16_2019_S158_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_4_7_M9_3_19_2020_S491_L001	Olive_4_7_M9_3_19_2020_S491_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_4_8_M1_7_30_2019_S518_L001	Olive_4_8_M1_7_30_2019_S518_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_4_8_M4R5_4_3_2020_S255_L002	Olive_4_8_M4R5_4_3_2020_S255_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_4_8_M4R7_5_22_2020_S602_L001	Olive_4_8_M4R7_5_22_2020_S602_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_4_9_M1_7_30_2019_S519_L001	Olive_4_9_M1_7_30_2019_S519_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_4_9_M4_10_15_2019_S279_L004	Olive_4_9_M4_10_15_2019_S279_L004 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_4_9_M6_12_16_2019_S159_L002	Olive_4_9_M6_12_16_2019_S159_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_4_9_M9R0_4_3_2020_S256_L002	Olive_4_9_M9R0_4_3_2020_S256_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_4_9_M9R2_5_22_2020_S603_L001	Olive_4_9_M9R2_5_22_2020_S603_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_4_9_M9_3_19_2020_S492_L001	Olive_4_9_M9_3_19_2020_S492_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_Oil_8F_HR_Cecum_4_6_12_2019_S548_L001	Olive_Oil_8F_HR_Cecum_4_6_12_2019_S548_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_Oil_8F_HR_Colon_4_6_12_2019_S582_L001	Olive_Oil_8F_HR_Colon_4_6_12_2019_S582_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_Oil_8F_HR_Duo_4_6_12_2019_S580_L001	Olive_Oil_8F_HR_Duo_4_6_12_2019_S580_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_Oil_8F_HR_Ilium_4_6_12_2019_S581_L001	Olive_Oil_8F_HR_Ilium_4_6_12_2019_S581_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_Oil_8F_HR_Prox-_Jej_4_6_12_2019_S547_L001	Olive_Oil_8F_HR_Prox-_Jej_4_6_12_2019_S547_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_Oil_8F_No_ID_Cecum_4_6_28_2019_S553_L001	Olive_Oil_8F_No_ID_Cecum_4_6_28_2019_S553_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_Oil_8F_No_ID_Colon_4_6_28_2019_S587_L001	Olive_Oil_8F_No_ID_Colon_4_6_28_2019_S587_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_Oil_8F_No_ID_Duo_4_6_28_2019_S585_L001	Olive_Oil_8F_No_ID_Duo_4_6_28_2019_S585_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_Oil_8F_No_ID_Ilium_4_6_28_2019_S586_L001	Olive_Oil_8F_No_ID_Ilium_4_6_28_2019_S586_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_Oil_8F_No_ID_Prox-_Jej_4_6_28_2019_S552_L001	Olive_Oil_8F_No_ID_Prox-_Jej_4_6_28_2019_S552_L001 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
1861841	feces metagenome	Olive_Oil_8M_HL_Cecum_4_5_29_2019_S332_L002	Olive_Oil_8M_HL_Cecum_4_5_29_2019_S332_L002 mouse fecal metagenome	mouse fecal metagenome	2021	not collected
